                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.76586,                0.43992,                0.82732,                0.66551,                0.67404,                0.67434,                0.40142,                 1.5563,                 0.9615,                 1.1063,             0.00052359,             0.00052359,             0.00052359
                     34,                0.78274,                0.44343,                 0.8236,                0.67307,                0.68745,                 0.6535,                0.39194,                  1.535,                 1.0103,                  1.109,             0.00049529,             0.00049529,             0.00049529
                     35,                0.76035,                0.42348,                0.82552,                0.71564,                0.65823,                0.66549,                0.39633,                 1.5285,                0.98918,                 1.1195,               0.000467,               0.000467,               0.000467
                     36,                 0.7489,                0.42016,                0.81901,                0.64608,                0.69836,                0.68216,                0.41161,                 1.5216,                 1.0291,                 1.1196,              0.0004387,              0.0004387,              0.0004387
                     37,                0.77759,                0.43385,                0.83115,                0.67484,                0.68275,                 0.6622,                0.40653,                 1.5174,                 1.0106,                 1.1149,             0.00041041,             0.00041041,             0.00041041
                     38,                0.76096,                0.42502,                0.82571,                0.64942,                0.69682,                0.67018,                0.41009,                 1.4918,                0.95293,                 1.0933,             0.00038211,             0.00038211,             0.00038211
                     39,                 0.7923,                0.43399,                0.82947,                0.74515,                0.69707,                0.69019,                0.41402,                 1.5052,                 0.9285,                 1.1179,             0.00035382,             0.00035382,             0.00035382
                     40,                0.71557,                0.39339,                0.81396,                0.72701,                0.69824,                0.67669,                0.40295,                 1.5388,                0.95265,                 1.1313,             0.00032553,             0.00032553,             0.00032553
                     41,                0.72067,                0.42143,                0.82223,                0.71145,                0.65602,                 0.6934,                0.40572,                 1.5352,                0.96142,                 1.1129,             0.00029723,             0.00029723,             0.00029723
                     42,                0.71578,                0.41071,                 0.8205,                0.67002,                0.69228,                  0.679,                0.39796,                 1.5271,                0.94243,                 1.1286,             0.00026894,             0.00026894,             0.00026894
                     43,                0.69774,                0.39984,                0.82451,                0.69502,                0.73539,                0.70983,                0.40822,                   1.51,                0.90747,                 1.1063,             0.00024064,             0.00024064,             0.00024064
                     44,                0.65986,                0.38906,                0.81966,                0.73708,                0.67583,                0.70824,                0.42014,                 1.4963,                 0.9135,                 1.1004,             0.00021235,             0.00021235,             0.00021235
                     45,                0.68311,                0.38991,                0.82283,                0.71966,                0.67036,                0.69333,                0.40686,                  1.529,                0.95511,                  1.117,             0.00018406,             0.00018406,             0.00018406
                     46,                0.65479,                0.38584,                0.81599,                0.73695,                0.64617,                0.68677,                0.40709,                 1.5378,                0.96317,                 1.1105,             0.00015576,             0.00015576,             0.00015576
                     47,                0.65113,                0.37928,                0.81567,                0.71791,                 0.6479,                0.68311,                0.41242,                 1.5249,                0.95785,                 1.1072,             0.00012747,             0.00012747,             0.00012747
                     48,                 0.6562,                0.38135,                0.82713,                0.72187,                0.64536,                0.68227,                0.40457,                 1.5289,                0.96678,                 1.1221,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.65045,                0.37892,                 0.8166,                0.66001,                0.68005,                0.67429,                0.40081,                  1.538,                 0.9694,                 1.1281,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.64352,                0.37108,                0.81133,                0.68314,                0.67463,                0.70169,                0.40758,                 1.5342,                0.98386,                 1.1242,             4.2584e-05,             4.2584e-05,             4.2584e-05
