                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.57783,                0.53574,                0.98487,                0.77582,                0.85817,                0.86896,                0.71307,                0.60622,                0.57919,                0.99068,              0.0006438,              0.0006438,              0.0006438
                     33,                0.58149,                0.53798,                0.99376,                0.83948,                0.87443,                0.86113,                0.70541,                0.57212,                0.56442,                0.97074,             0.00061079,             0.00061079,             0.00061079
                     34,                0.58918,                0.53449,                0.98977,                0.87309,                0.78325,                0.88142,                0.72136,                0.58051,                0.59834,                0.97945,             0.00057778,             0.00057778,             0.00057778
                     35,                0.58244,                0.50093,                0.99691,                0.87494,                 0.7834,                0.83715,                0.70111,                0.55456,                  0.611,                0.96362,             0.00054478,             0.00054478,             0.00054478
                     36,                0.58166,                 0.5287,                0.99388,                0.84681,                0.84225,                0.86217,                0.72299,                0.54908,                0.55061,                0.96446,             0.00051177,             0.00051177,             0.00051177
                     37,                 0.5671,                0.50338,                0.99138,                 0.8207,                0.85618,                0.85519,                0.70937,                0.55891,                0.55492,                0.96105,             0.00047876,             0.00047876,             0.00047876
                     38,                0.57245,                0.49069,                 1.0015,                0.84038,                0.84082,                0.87887,                0.71102,                0.57723,                0.58609,                 0.9676,             0.00044576,             0.00044576,             0.00044576
                     39,                0.54853,                0.47626,                 0.9679,                0.81587,                0.77596,                0.84008,                0.69664,                 0.5576,                0.68147,                0.96644,             0.00041275,             0.00041275,             0.00041275
                     40,                 0.5454,                0.45493,                0.97731,                 0.8182,                0.79044,                0.81779,                0.69178,                0.53721,                0.64908,                0.94847,             0.00037974,             0.00037974,             0.00037974
                     41,                0.44018,                0.41637,                 0.8926,                0.82707,                0.74987,                0.80437,                0.68051,                 0.5798,                0.66884,                0.98131,             0.00034674,             0.00034674,             0.00034674
                     42,                0.43039,                 0.4128,                0.88168,                0.82421,                0.83489,                0.84734,                0.70783,                0.55782,                0.60649,                0.96727,             0.00031373,             0.00031373,             0.00031373
                     43,                0.43777,                0.39204,                0.87955,                0.81615,                0.82029,                0.86048,                0.71009,                0.55917,                0.59477,                0.96015,             0.00028072,             0.00028072,             0.00028072
                     44,                0.43578,                0.37523,                0.87129,                 0.8253,                0.81917,                0.86085,                0.72225,                0.54692,                0.56405,                0.94803,             0.00024772,             0.00024772,             0.00024772
                     45,                0.41604,                0.36594,                0.87138,                0.87428,                0.76899,                 0.8515,                0.72801,                0.52453,                0.57393,                 0.9352,             0.00021471,             0.00021471,             0.00021471
                     46,                0.40387,                0.35711,                0.85449,                0.81027,                0.83175,                 0.8544,                0.71619,                 0.5288,                0.58032,                0.93923,              0.0001817,              0.0001817,              0.0001817
                     47,                 0.4021,                0.36525,                0.86163,                0.88511,                 0.8332,                0.86664,                0.72656,                0.52706,                0.54441,                0.93912,              0.0001487,              0.0001487,              0.0001487
                     48,                0.38017,                0.34167,                0.84902,                0.84576,                 0.8527,                0.85634,                 0.7189,                 0.5177,                0.58231,                0.93515,             0.00011569,             0.00011569,             0.00011569
                     49,                0.38119,                0.32471,                0.85941,                 0.8409,                0.83755,                0.85226,                0.71795,                0.51444,                0.58436,                0.93566,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.37821,                0.33265,                0.85538,                0.83909,                0.85337,                0.85823,                0.72528,                0.51292,                0.57066,                0.93733,             4.9677e-05,             4.9677e-05,             4.9677e-05
