                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.356,                 2.7535,                 1.1574,                0.93428,                0.84302,                0.88895,                0.46165,                 1.5582,                 5.0888,                0.88138,                0.00036,                0.00036,                0.00036
                      2,                 1.5394,                 1.0863,                0.89675,                0.96707,                0.90698,                0.95134,                 0.5835,                 1.3536,                  1.122,                0.84009,             0.00072535,             0.00072535,             0.00072535
                      3,                  1.382,                0.89379,                0.87029,                0.96375,                0.92732,                0.95957,                0.63728,                 1.1793,                0.73365,                0.82595,              0.0010756,              0.0010756,              0.0010756
                      4,                 1.2409,                0.78578,                0.84929,                0.97515,                0.91271,                0.96135,                0.63355,                 1.1482,                0.71865,                0.81499,              0.0014109,              0.0014109,              0.0014109
                      5,                 1.1902,                0.71755,                0.84467,                 0.9589,                0.94944,                0.96266,                0.65506,                 1.1253,                0.74447,                0.81361,              0.0017311,              0.0017311,              0.0017311
                      6,                 1.1769,                 0.6871,                0.83945,                0.99385,                0.93922,                0.97304,                 0.6781,                 1.0378,                0.58123,                0.80487,               0.001802,               0.001802,               0.001802
                      7,                 1.1617,                0.66855,                 0.8372,                0.99642,                0.94186,                0.97368,                0.70673,                0.98247,                0.56092,                  0.798,              0.0017624,              0.0017624,              0.0017624
                      8,                 1.0891,                0.62254,                0.82944,                0.97576,                0.94767,                0.97648,                0.71172,                0.97257,                0.54509,                0.79416,              0.0017228,              0.0017228,              0.0017228
                      9,                 1.0689,                0.60531,                0.82509,                0.97967,                0.96512,                0.98067,                0.72376,                0.97211,                0.54653,                0.79642,              0.0016832,              0.0016832,              0.0016832
                     10,                 1.0134,                0.58599,                0.82507,                0.98172,                0.96512,                0.97435,                0.71603,                0.95649,                0.52083,                0.79495,              0.0016436,              0.0016436,              0.0016436
                     11,                 1.0759,                0.58047,                0.82908,                0.98801,                0.95836,                0.97361,                0.72946,                0.90345,                0.49407,                0.78958,               0.001604,               0.001604,               0.001604
                     12,                0.97133,                0.54534,                0.82364,                0.98684,                 0.9593,                0.97413,                0.74455,                0.90187,                0.49807,                0.78732,              0.0015644,              0.0015644,              0.0015644
                     13,                0.97758,                 0.5398,                0.81479,                0.97994,                 0.9593,                0.97291,                0.75056,                0.87986,                0.49185,                0.78673,              0.0015248,              0.0015248,              0.0015248
                     14,                0.93928,                0.51657,                0.81318,                0.98672,                0.96512,                0.98136,                0.71575,                0.91909,                0.48867,                0.79686,              0.0014852,              0.0014852,              0.0014852
                     15,                0.95585,                0.51694,                 0.8132,                0.98608,                0.96512,                0.98153,                0.75128,                0.84553,                0.47062,                 0.7896,              0.0014456,              0.0014456,              0.0014456
                     16,                0.90712,                  0.499,                0.81418,                  0.994,                 0.9626,                0.97433,                0.72639,                0.90785,                0.47882,                0.79555,               0.001406,               0.001406,               0.001406
                     17,                0.92133,                0.50037,                0.81099,                 0.9926,                0.96512,                0.97362,                 0.7535,                0.85547,                0.46198,                0.78788,              0.0013664,              0.0013664,              0.0013664
                     18,                0.88953,                0.48526,                0.81231,                0.99566,                 0.9593,                0.97435,                0.75752,                0.87147,                0.45873,                0.79008,              0.0013268,              0.0013268,              0.0013268
                     19,                0.87566,                0.47831,                0.81014,                0.99241,                 0.9593,                0.97421,                0.75009,                0.83775,                0.44343,                0.78581,              0.0012872,              0.0012872,              0.0012872
                     20,                0.85489,                0.47128,                0.80623,                0.99399,                0.96198,                0.97413,                0.75134,                0.82317,                0.44993,                0.78119,              0.0012476,              0.0012476,              0.0012476
                     21,                0.90191,                0.47867,                0.80394,                0.99708,                 0.9593,                0.97401,                0.75035,                0.83055,                0.44105,                 0.7877,               0.001208,               0.001208,               0.001208
                     22,                0.85644,                0.45918,                0.80468,                0.99314,                0.95349,                0.97424,                 0.7586,                0.83998,                0.43136,                0.78857,              0.0011684,              0.0011684,              0.0011684
                     23,                 0.8443,                0.45594,                0.80728,                0.99244,                 0.9593,                0.98326,                0.76343,                0.81471,                0.43834,                0.78524,              0.0011288,              0.0011288,              0.0011288
                     24,                0.84341,                0.45432,                0.80158,                0.99297,                 0.9593,                0.97412,                0.76514,                 0.8196,                0.41822,                0.78776,              0.0010892,              0.0010892,              0.0010892
                     25,                0.81789,                 0.4409,                 0.8037,                0.98809,                0.96442,                0.97401,                0.78379,                0.76226,                0.41522,                0.78233,              0.0010496,              0.0010496,              0.0010496
                     26,                0.77029,                0.42498,                0.80227,                 0.9816,                0.97093,                0.98345,                 0.7654,                 0.7863,                0.41805,                0.78549,                0.00101,                0.00101,                0.00101
                     27,                0.77876,                0.41945,                0.80121,                0.99807,                 0.9593,                0.98359,                0.76102,                0.80122,                0.41664,                0.78362,              0.0009704,              0.0009704,              0.0009704
                     28,                 0.7977,                0.43074,                0.79993,                 0.9974,                 0.9593,                0.97511,                0.75221,                0.81106,                0.41319,                0.78633,              0.0009308,              0.0009308,              0.0009308
                     29,                0.78082,                0.42656,                0.80232,                0.99938,                 0.9593,                0.97398,                0.76865,                0.77081,                0.41282,                0.78241,              0.0008912,              0.0008912,              0.0008912
                     30,                 0.7995,                0.42217,                0.80221,                      1,                0.95759,                0.97426,                0.78593,                0.74784,                0.39243,                0.78324,              0.0008516,              0.0008516,              0.0008516
                     31,                0.78738,                0.41889,                0.80365,                0.99503,                 0.9593,                0.97538,                0.78606,                0.71577,                0.38028,                 0.7806,               0.000812,               0.000812,               0.000812
                     32,                0.75338,                0.40948,                0.79852,                0.99352,                 0.9593,                0.97636,                0.79535,                0.74269,                0.39237,                0.78062,              0.0007724,              0.0007724,              0.0007724
                     33,                0.74509,                0.39933,                0.79764,                0.99668,                 0.9593,                0.97716,                0.78085,                0.78288,                0.39733,                0.78363,              0.0007328,              0.0007328,              0.0007328
                     34,                0.76365,                0.40445,                  0.798,                0.99721,                 0.9593,                0.97826,                0.79257,                0.73518,                0.38624,                0.78071,              0.0006932,              0.0006932,              0.0006932
                     35,                0.75258,                0.40687,                 0.7967,                0.99784,                 0.9593,                0.97879,                0.80479,                0.71109,                0.39439,                0.77703,              0.0006536,              0.0006536,              0.0006536
                     36,                0.72753,                0.39905,                0.79704,                0.99867,                 0.9593,                 0.9781,                0.80013,                0.72276,                0.38475,                0.77801,               0.000614,               0.000614,               0.000614
                     37,                0.73029,                0.39037,                0.79652,                  0.994,                 0.9627,                0.97954,                0.80177,                0.72646,                0.38267,                0.77656,              0.0005744,              0.0005744,              0.0005744
                     38,                0.72583,                0.39034,                0.79075,                0.99395,                 0.9593,                0.97903,                 0.8059,                0.71253,                0.37412,                0.77656,              0.0005348,              0.0005348,              0.0005348
                     39,                 0.6991,                0.38029,                0.79841,                0.99538,                 0.9593,                0.97951,                 0.8126,                0.71747,                0.39603,                0.77632,              0.0004952,              0.0004952,              0.0004952
                     40,                0.73199,                0.39352,                0.79783,                0.99808,                 0.9593,                 0.9788,                0.80364,                0.73579,                0.38454,                0.78091,              0.0004556,              0.0004556,              0.0004556
                     41,                 0.6465,                0.38182,                0.78728,                0.99507,                 0.9593,                0.97958,                0.81459,                0.70113,                0.38239,                0.77876,               0.000416,               0.000416,               0.000416
                     42,                 0.6123,                0.35796,                0.78716,                0.99843,                 0.9593,                0.97958,                0.81328,                0.70582,                0.36233,                0.77813,              0.0003764,              0.0003764,              0.0003764
                     43,                0.61729,                0.35858,                0.79442,                0.98742,                 0.9593,                0.97924,                0.79666,                0.77276,                0.38293,                0.78099,              0.0003368,              0.0003368,              0.0003368
                     44,                0.63523,                0.36076,                0.78727,                0.99173,                 0.9593,                0.97869,                0.80593,                0.72222,                0.37169,                0.77942,              0.0002972,              0.0002972,              0.0002972
                     45,                0.62928,                0.36021,                 0.7913,                0.99212,                 0.9593,                0.97923,                 0.8106,                0.69657,                0.36698,                0.77659,              0.0002576,              0.0002576,              0.0002576
                     46,                0.63523,                 0.3564,                0.79272,                0.99398,                0.96006,                0.97902,                0.80282,                0.71295,                0.36615,                0.77815,               0.000218,               0.000218,               0.000218
                     47,                0.59488,                0.35076,                0.78859,                0.99751,                 0.9593,                0.97914,                0.80704,                0.71377,                0.36576,                0.77851,              0.0001784,              0.0001784,              0.0001784
                     48,                0.59828,                0.34675,                 0.7896,                0.99735,                 0.9593,                0.97897,                0.81321,                 0.7215,                0.37557,                0.77765,              0.0001388,              0.0001388,              0.0001388
                     49,                0.58156,                0.34392,                0.78877,                0.99744,                 0.9593,                0.97947,                 0.8149,                0.69994,                0.36486,                 0.7774,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 0.5668,                0.33724,                0.78555,                0.99669,                 0.9593,                0.98018,                0.82003,                0.69603,                0.35867,                0.77646,               5.96e-05,               5.96e-05,               5.96e-05
