                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.84263,                0.55534,                 0.9144,                0.82481,                0.74092,                0.77993,                0.61186,                0.70389,                0.69525,                0.95271,              0.0010895,              0.0010895,              0.0010895
                     14,                0.81836,                0.54744,                 0.9249,                0.86718,                0.73111,                0.79069,                0.60945,                0.74916,                0.68432,                0.99628,              0.0010612,              0.0010612,              0.0010612
                     15,                0.78907,                0.53807,                   0.91,                 0.8306,                0.80546,                0.81013,                 0.6213,                0.73647,                0.66742,                 0.9779,              0.0010329,              0.0010329,              0.0010329
                     16,                0.77383,                0.50952,                0.90149,                0.83638,                0.80072,                0.81416,                0.62104,                0.72347,                0.65539,                0.95386,              0.0010046,              0.0010046,              0.0010046
                     17,                0.77741,                0.50507,                0.90169,                0.87819,                0.78038,                 0.8415,                0.65475,                0.68008,                 0.6423,                0.92718,             0.00097629,             0.00097629,             0.00097629
                     18,                0.81369,                0.52293,                0.91993,                0.88333,                0.80652,                0.83015,                0.63844,                0.70577,                0.64125,                0.96133,               0.000948,               0.000948,               0.000948
                     19,                0.78652,                0.49913,                0.90743,                0.82022,                0.82871,                0.84551,                0.64882,                0.69475,                 0.5804,                 0.9557,              0.0009197,              0.0009197,              0.0009197
                     20,                0.76204,                0.48663,                0.89817,                0.79346,                0.78273,                0.78425,                0.61095,                0.72773,                0.68137,                0.97948,             0.00089141,             0.00089141,             0.00089141
                     21,                0.74927,                0.47843,                0.90197,                0.80524,                0.80964,                0.83727,                0.66504,                0.67181,                0.60821,                0.95052,             0.00086312,             0.00086312,             0.00086312
                     22,                0.75434,                0.47362,                0.91184,                0.81132,                0.80137,                0.79439,                0.62789,                0.68321,                0.66199,                0.96792,             0.00083482,             0.00083482,             0.00083482
                     23,                0.75134,                0.46833,                0.90116,                0.85878,                0.80736,                0.84186,                0.66251,                0.68144,                0.60151,                0.96107,             0.00080653,             0.00080653,             0.00080653
                     24,                 0.7336,                0.47009,                0.90077,                0.84127,                0.79431,                0.81149,                0.64663,                0.68289,                0.64597,                0.94861,             0.00077823,             0.00077823,             0.00077823
                     25,                0.71395,                0.44403,                0.88239,                0.82818,                0.79318,                0.83334,                0.66321,                0.64035,                0.58485,                0.93388,             0.00074994,             0.00074994,             0.00074994
                     26,                0.70614,                0.44318,                0.89544,                0.85089,                0.80599,                0.84143,                0.67289,                0.65572,                0.59065,                0.93149,             0.00072164,             0.00072164,             0.00072164
                     27,                0.69963,                 0.4398,                0.88728,                0.86711,                0.80191,                0.82585,                0.66646,                0.65832,                0.58379,                0.92955,             0.00069335,             0.00069335,             0.00069335
                     28,                0.71846,                0.44631,                0.89743,                0.87651,                0.79464,                0.81272,                0.65402,                0.64747,                 0.6267,                0.92367,             0.00066506,             0.00066506,             0.00066506
                     29,                0.69735,                0.42278,                0.88097,                0.87007,                0.79788,                0.83507,                0.65758,                0.63601,                0.60506,                0.91492,             0.00063676,             0.00063676,             0.00063676
                     30,                0.69084,                0.42418,                 0.8828,                0.88472,                0.77529,                0.81347,                0.65331,                  0.649,                0.61698,                0.92662,             0.00060847,             0.00060847,             0.00060847
                     31,                0.66455,                0.43317,                0.88597,                0.86755,                0.78127,                0.83524,                0.66982,                0.63244,                 0.6069,                0.91808,             0.00058017,             0.00058017,             0.00058017
                     32,                0.70379,                0.43813,                0.87779,                0.88766,                0.79685,                0.85002,                0.68302,                0.62647,                0.55537,                0.90433,             0.00055188,             0.00055188,             0.00055188
                     33,                0.66327,                0.41648,                0.87754,                0.86691,                0.79728,                 0.8556,                0.69202,                0.62256,                0.56465,                0.91935,             0.00052359,             0.00052359,             0.00052359
                     34,                0.65521,                 0.4015,                0.87787,                0.85006,                0.82181,                0.85587,                0.68858,                0.61997,                0.56593,                0.92674,             0.00049529,             0.00049529,             0.00049529
                     35,                 0.6496,                0.40269,                0.87619,                0.86492,                0.82932,                 0.8525,                0.68426,                0.61877,                0.54975,                0.92382,               0.000467,               0.000467,               0.000467
                     36,                 0.6483,                0.39392,                  0.869,                0.88604,                0.81195,                0.85162,                 0.6773,                0.62423,                0.55247,                0.92704,              0.0004387,              0.0004387,              0.0004387
                     37,                0.63428,                0.39625,                0.86693,                0.90502,                0.79728,                0.83902,                0.67147,                0.62445,                0.56121,                0.92265,             0.00041041,             0.00041041,             0.00041041
                     38,                0.63952,                0.38631,                0.87692,                0.88508,                0.79237,                0.82453,                0.66038,                 0.6293,                0.61259,                0.93134,             0.00038211,             0.00038211,             0.00038211
                     39,                0.63533,                0.39278,                0.86963,                0.89764,                0.78387,                0.82059,                 0.6669,                0.60947,                0.62836,                 0.9264,             0.00035382,             0.00035382,             0.00035382
                     40,                 0.6414,                0.39386,                0.87542,                0.87722,                0.78561,                0.81951,                0.66701,                0.60563,                0.60825,                0.92499,             0.00032553,             0.00032553,             0.00032553
                     41,                0.56242,                0.34933,                0.82281,                0.84527,                0.78872,                0.80055,                0.65685,                0.62229,                0.65746,                0.93103,             0.00029723,             0.00029723,             0.00029723
                     42,                0.55041,                0.34461,                0.82467,                  0.877,                0.77761,                0.81717,                0.66258,                0.61164,                0.60913,                0.92084,             0.00026894,             0.00026894,             0.00026894
                     43,                0.53028,                0.32675,                0.81857,                0.86193,                0.78796,                0.81642,                0.66273,                0.60884,                 0.5882,                0.92443,             0.00024064,             0.00024064,             0.00024064
                     44,                0.54453,                0.32985,                0.81827,                0.87125,                0.80258,                0.83205,                0.67303,                0.60776,                0.58195,                0.92069,             0.00021235,             0.00021235,             0.00021235
                     45,                0.52896,                0.32067,                0.81948,                 0.8733,                0.79379,                0.82961,                0.67093,                0.60482,                0.59351,                0.92365,             0.00018406,             0.00018406,             0.00018406
                     46,                0.51689,                0.31466,                0.81261,                0.87541,                0.79902,                0.83861,                0.67659,                0.60094,                 0.5983,                0.91681,             0.00015576,             0.00015576,             0.00015576
                     47,                0.51437,                 0.3141,                0.81859,                0.88135,                0.79553,                0.84825,                0.69033,                0.58622,                0.57749,                0.91019,             0.00012747,             0.00012747,             0.00012747
                     48,                0.50512,                0.30923,                0.80824,                0.87096,                0.79355,                0.83869,                0.68296,                0.58274,                0.58965,                0.91367,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.49584,                0.30716,                0.81288,                0.87903,                0.80272,                0.82625,                0.67383,                0.57867,                0.60408,                0.90988,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.49739,                0.29921,                0.80825,                0.88306,                 0.8036,                0.83281,                 0.6814,                0.57921,                 0.5897,                0.91319,             4.2584e-05,             4.2584e-05,             4.2584e-05
