                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5769,                 2.8136,                0.90687,                0.01881,                 0.9186,                0.06396,                0.03106,                 1.2596,                 3.1324,                0.81681,                0.00036,                0.00036,                0.00036
                      2,                 1.2572,                 1.0806,                0.84722,                 0.0194,                0.94767,                0.24653,                0.15078,                 1.0867,                 2.7966,                0.80398,              0.0007107,              0.0007107,              0.0007107
                      3,                 1.2156,                0.89014,                0.83816,                 0.0504,                 0.9186,                0.42928,                0.25224,                 1.1048,                 2.4688,                0.80933,              0.0010313,              0.0010313,              0.0010313
                      4,                 1.2121,                0.84789,                0.83788,                0.98786,                0.47305,                0.92907,                0.54066,                 1.2303,                 1.9104,                 0.8235,              0.0013218,              0.0013218,              0.0013218
                      5,                 1.1574,                0.77807,                 0.8353,                0.95822,                0.81977,                0.94967,                0.62551,                 1.0038,                 1.5781,                0.80062,              0.0015822,              0.0015822,              0.0015822
                      6,                 1.0875,                0.72487,                0.82811,                0.95335,                0.93605,                0.96635,                0.67337,                 1.0509,                 1.1443,                0.80721,               0.001604,               0.001604,               0.001604
                      7,                 1.0621,                0.70287,                0.82477,                0.98245,                 0.9186,                0.97542,                0.64373,                 1.1407,                0.67117,                0.81426,              0.0015248,              0.0015248,              0.0015248
                      8,                 1.0667,                0.69374,                0.82259,                0.98011,                 0.9593,                0.98043,                0.71695,                0.96408,                0.62294,                0.79745,              0.0014456,              0.0014456,              0.0014456
                      9,                0.98596,                0.63334,                0.82132,                0.99002,                 0.9593,                0.98325,                0.75206,                0.90562,                0.56489,                0.79039,              0.0013664,              0.0013664,              0.0013664
                     10,                0.99075,                0.62129,                 0.8231,                0.98209,                0.95665,                0.98283,                0.75692,                 0.8344,                0.50932,                0.78715,              0.0012872,              0.0012872,              0.0012872
                     11,                0.99198,                0.59961,                0.81935,                0.97286,                 0.9593,                0.98017,                0.74877,                0.87876,                0.52456,                0.78889,               0.001208,               0.001208,               0.001208
                     12,                0.95209,                0.58501,                0.81689,                0.97621,                0.95418,                0.98058,                0.74865,                0.88354,                0.50451,                0.78703,              0.0011288,              0.0011288,              0.0011288
                     13,                0.93753,                0.57813,                0.80868,                0.98205,                0.95418,                 0.9824,                0.74418,                0.84903,                0.49157,                  0.786,              0.0010496,              0.0010496,              0.0010496
                     14,                0.88609,                0.54205,                0.80811,                0.99389,                0.94589,                0.98122,                0.74843,                0.85712,                0.48933,                0.78849,              0.0009704,              0.0009704,              0.0009704
                     15,                0.86083,                0.53312,                0.80501,                0.97842,                0.97093,                0.98356,                0.75921,                0.81168,                0.48322,                0.78252,              0.0008912,              0.0008912,              0.0008912
                     16,                0.80575,                0.55113,                0.80696,                0.96942,                0.96512,                0.98341,                0.78054,                0.77617,                0.46194,                0.78067,               0.000812,               0.000812,               0.000812
                     17,                0.76474,                0.52661,                 0.8114,                0.98718,                0.95349,                0.98157,                0.76964,                0.78329,                0.45159,                0.78306,              0.0007328,              0.0007328,              0.0007328
                     18,                0.77766,                0.51482,                 0.7964,                0.99153,                0.95349,                0.98223,                 0.7569,                0.81819,                0.45504,                0.78342,              0.0006536,              0.0006536,              0.0006536
                     19,                0.76708,                0.50553,                0.79801,                0.98808,                0.96373,                 0.9824,                0.75273,                 0.8484,                0.46145,                0.78717,              0.0005744,              0.0005744,              0.0005744
                     20,                0.73441,                0.48625,                 0.8025,                0.98809,                0.96501,                0.98162,                0.77074,                0.77135,                0.44287,                0.78175,              0.0004952,              0.0004952,              0.0004952
                     21,                0.68182,                0.45909,                0.79098,                0.97459,                0.97674,                0.98298,                0.78531,                0.76886,                0.43922,                0.77887,               0.000416,               0.000416,               0.000416
                     22,                 0.7157,                0.47363,                0.79556,                0.99026,                0.96512,                0.98345,                0.77822,                0.76222,                0.42117,                0.77978,              0.0003368,              0.0003368,              0.0003368
                     23,                0.68774,                0.45835,                 0.7957,                0.98807,                0.96337,                0.98376,                0.78668,                0.75032,                0.42117,                0.77976,              0.0002576,              0.0002576,              0.0002576
                     24,                0.66387,                0.43926,                0.79577,                0.99231,                 0.9593,                0.98384,                0.78396,                 0.7265,                0.41676,                0.77796,              0.0001784,              0.0001784,              0.0001784
                     25,                0.65519,                0.43258,                0.79788,                0.97749,                0.97093,                0.98413,                0.78819,                0.73013,                0.40186,                0.77766,               9.92e-05,               9.92e-05,               9.92e-05
