                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.79556,                0.44534,                0.82588,                0.62155,                0.65707,                0.62051,                0.36231,                 1.5839,                 0.9492,                 1.1304,               0.000948,               0.000948,               0.000948
                     36,                0.78633,                0.43784,                0.82228,                0.60917,                0.69201,                0.65889,                0.38257,                 1.5242,                 1.0923,                 1.0969,             0.00093385,             0.00093385,             0.00093385
                     37,                0.81513,                 0.4622,                0.83214,                0.64863,                0.62473,                0.62056,                 0.3781,                 1.5004,                0.95668,                 1.1153,              0.0009197,              0.0009197,              0.0009197
                     38,                0.79705,                0.44776,                0.82875,                0.70733,                0.65996,                0.67754,                    0.4,                 1.5034,                 1.0346,                 1.1074,             0.00090556,             0.00090556,             0.00090556
                     39,                0.82841,                0.45659,                0.83353,                0.65844,                0.66759,                0.63357,                0.37119,                 1.5886,                0.92369,                 1.1437,             0.00089141,             0.00089141,             0.00089141
                     40,                 0.7692,                0.42229,                0.81791,                0.64749,                0.66152,                0.64065,                0.37557,                 1.5677,                0.97192,                 1.1351,             0.00087726,             0.00087726,             0.00087726
                     41,                0.76746,                0.42861,                 0.8185,                0.66868,                0.69502,                0.67836,                0.39436,                 1.5581,                0.92706,                 1.1376,             0.00086312,             0.00086312,             0.00086312
                     42,                0.78913,                0.43633,                0.82139,                0.67834,                0.68005,                0.69079,                0.41179,                 1.5261,                0.92093,                  1.128,             0.00084897,             0.00084897,             0.00084897
                     43,                0.78847,                0.43508,                 0.8304,                0.66619,                0.71354,                0.68016,                0.38666,                 1.5538,                 0.9046,                 1.1329,             0.00083482,             0.00083482,             0.00083482
                     44,                0.76013,                0.43037,                0.82865,                0.68193,                 0.6847,                0.68846,                0.38947,                  1.529,                0.89776,                 1.1204,             0.00082067,             0.00082067,             0.00082067
                     45,                0.75746,                0.42583,                0.81725,                0.73047,                  0.688,                0.67525,                0.39649,                 1.5597,                0.94353,                 1.1237,             0.00080653,             0.00080653,             0.00080653
                     46,                0.74689,                0.40962,                 0.8171,                0.78418,                0.65484,                0.71179,                0.41234,                 1.5683,                0.99819,                 1.1224,             0.00079238,             0.00079238,             0.00079238
                     47,                0.76378,                0.42468,                0.81565,                0.75841,                0.66315,                0.73695,                0.41495,                 1.5665,                0.99911,                 1.1146,             0.00077823,             0.00077823,             0.00077823
                     48,                0.73803,                0.40488,                0.81076,                0.71362,                0.64431,                0.69201,                0.40209,                   1.54,                 1.0151,                 1.1132,             0.00076409,             0.00076409,             0.00076409
                     49,                0.70958,                0.39001,                0.81478,                0.76397,                0.70452,                0.73307,                0.41119,                 1.5098,                0.96362,                 1.1119,             0.00074994,             0.00074994,             0.00074994
                     50,                0.75047,                0.42128,                0.82493,                0.68416,                 0.7121,                0.73852,                0.40847,                 1.5044,                0.97565,                 1.1074,             0.00073579,             0.00073579,             0.00073579
                     51,                0.71521,                0.39595,                0.81118,                 0.6899,                0.70001,                0.70677,                0.40918,                 1.5103,                0.98449,                 1.1114,             0.00072164,             0.00072164,             0.00072164
                     52,                0.75485,                0.41542,                0.81995,                0.70351,                0.69551,                0.69228,                0.39167,                 1.5227,                0.98779,                 1.1106,              0.0007075,              0.0007075,              0.0007075
                     53,                0.74713,                0.41474,                0.81653,                0.73622,                0.65757,                0.71159,                0.41491,                 1.5615,                 1.0503,                 1.1211,             0.00069335,             0.00069335,             0.00069335
                     54,                0.74305,                0.41097,                0.81766,                0.71721,                0.65686,                0.66902,                0.39066,                 1.5557,                0.96182,                 1.1216,              0.0006792,              0.0006792,              0.0006792
                     55,                0.72264,                0.38826,                0.81804,                0.64156,                0.71578,                0.62543,                0.37178,                 1.5599,                0.97814,                 1.1449,             0.00066506,             0.00066506,             0.00066506
                     56,                0.70991,                0.39298,                0.82241,                0.71466,                0.65167,                 0.6575,                0.39221,                 1.5334,                0.90109,                  1.142,             0.00065091,             0.00065091,             0.00065091
                     57,                 0.7355,                0.40623,                0.82249,                0.72557,                 0.6784,                0.66849,                0.39116,                  1.569,                0.93183,                 1.1425,             0.00063676,             0.00063676,             0.00063676
                     58,                0.70913,                0.39052,                0.81115,                0.74834,                0.71291,                0.69135,                0.39539,                 1.5587,                0.91027,                 1.1554,             0.00062262,             0.00062262,             0.00062262
                     59,                0.70422,                0.38469,                0.81572,                0.71345,                0.65043,                0.65004,                0.38864,                 1.5342,                0.91295,                 1.1463,             0.00060847,             0.00060847,             0.00060847
                     60,                0.70305,                0.38594,                0.81358,                0.68135,                0.69201,                0.65244,                0.38416,                 1.5371,                0.90468,                 1.1561,             0.00059432,             0.00059432,             0.00059432
                     61,                0.69423,                0.38288,                0.81446,                0.63105,                0.65377,                0.65065,                0.38171,                 1.5714,                0.88185,                 1.1771,             0.00058017,             0.00058017,             0.00058017
                     62,                0.66385,                0.36619,                0.80489,                0.72591,                0.62645,                0.63651,                0.37606,                 1.5542,                0.87613,                 1.1586,             0.00056603,             0.00056603,             0.00056603
                     63,                0.69207,                0.38008,                0.81457,                0.73211,                0.65242,                0.67922,                0.38249,                 1.5519,                0.92225,                 1.1377,             0.00055188,             0.00055188,             0.00055188
                     64,                0.67112,                0.36884,                0.80951,                0.68941,                0.65006,                0.69735,                0.39462,                 1.5627,                0.92228,                 1.1532,             0.00053773,             0.00053773,             0.00053773
                     65,                0.68302,                0.37696,                0.81716,                 0.6705,                0.69556,                 0.6887,                0.39126,                 1.5633,                0.89965,                 1.1476,             0.00052359,             0.00052359,             0.00052359
                     66,                0.72978,                0.39774,                0.82076,                0.78782,                0.68455,                0.69635,                 0.3978,                 1.5517,                0.92556,                 1.1273,             0.00050944,             0.00050944,             0.00050944
                     67,                0.69127,                0.37731,                0.80721,                0.69197,                0.70407,                0.69767,                0.39906,                 1.6053,                0.92691,                 1.1737,             0.00049529,             0.00049529,             0.00049529
