                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.78556,                 0.4932,                0.90663,                0.88594,                0.80065,                0.83919,                0.66009,                0.67259,                0.61987,                0.93418,              0.0010729,              0.0010729,              0.0010729
                     20,                0.75268,                0.48715,                0.89744,                0.77361,                0.77978,                0.79205,                0.61595,                0.68143,                 0.6811,                0.94844,              0.0010399,              0.0010399,              0.0010399
                     21,                0.75727,                0.48754,                0.90216,                0.86808,                0.79245,                0.84356,                0.66598,                0.67753,                0.56635,                0.93783,              0.0010069,              0.0010069,              0.0010069
                     22,                0.76036,                0.48301,                0.91069,                0.85645,                0.80971,                0.81575,                0.63612,                0.66281,                0.63429,                0.93371,             0.00097386,             0.00097386,             0.00097386
                     23,                 0.7658,                0.47225,                0.89922,                0.88451,                0.77682,                0.83814,                0.65466,                0.70795,                0.59198,                0.96926,             0.00094085,             0.00094085,             0.00094085
                     24,                0.74499,                0.46856,                0.90723,                0.85263,                0.77466,                0.82516,                0.64694,                0.68832,                0.63954,                0.93912,             0.00090785,             0.00090785,             0.00090785
                     25,                0.74218,                0.45802,                0.88444,                0.88493,                0.76175,                0.84474,                0.65123,                0.68369,                 0.5796,                0.93908,             0.00087484,             0.00087484,             0.00087484
                     26,                0.71909,                0.44965,                0.89708,                0.82404,                0.73031,                0.76266,                0.60483,                0.70489,                0.70498,                0.95234,             0.00084184,             0.00084184,             0.00084184
                     27,                0.70199,                0.43863,                0.88363,                0.81706,                 0.7137,                 0.7649,                0.61602,                0.65944,                0.73604,                0.91696,             0.00080883,             0.00080883,             0.00080883
                     28,                0.73868,                0.45464,                 0.8996,                0.86181,                0.80485,                0.81739,                0.66125,                0.65753,                0.67853,                0.92749,             0.00077582,             0.00077582,             0.00077582
                     29,                0.69998,                0.43885,                0.88472,                0.87892,                0.81016,                0.85208,                0.69116,                0.62939,                0.58847,                0.91228,             0.00074282,             0.00074282,             0.00074282
                     30,                0.68941,                0.43288,                 0.8827,                0.86911,                0.79795,                0.85203,                0.68174,                0.63622,                0.57965,                0.92546,             0.00070981,             0.00070981,             0.00070981
                     31,                0.68722,                0.43218,                0.89099,                0.83475,                 0.8025,                0.84625,                0.68557,                0.62952,                0.55536,                0.90979,              0.0006768,              0.0006768,              0.0006768
                     32,                0.69443,                0.43619,                0.88059,                0.88022,                0.74169,                0.82099,                0.65792,                0.64222,                0.58221,                 0.9043,              0.0006438,              0.0006438,              0.0006438
                     33,                0.67916,                 0.4263,                0.88357,                0.88642,                0.79238,                0.83792,                0.68232,                 0.6161,                0.61657,                0.90114,             0.00061079,             0.00061079,             0.00061079
                     34,                0.66122,                0.40512,                0.88293,                0.83968,                0.80969,                0.84895,                0.69001,                0.60716,                0.56305,                0.90449,             0.00057778,             0.00057778,             0.00057778
                     35,                0.64854,                0.39754,                0.87635,                0.86132,                0.78561,                0.85761,                0.69674,                0.60516,                 0.5547,                0.90163,             0.00054478,             0.00054478,             0.00054478
                     36,                0.64938,                0.40203,                0.87346,                 0.9001,                0.72654,                0.82909,                0.68117,                0.60677,                0.58636,                0.90351,             0.00051177,             0.00051177,             0.00051177
                     37,                0.64165,                0.39342,                0.87029,                0.81422,                0.83237,                0.83778,                 0.6786,                0.61533,                0.56639,                0.90855,             0.00047876,             0.00047876,             0.00047876
                     38,                0.64286,                0.39133,                0.87571,                0.85388,                0.85031,                 0.8464,                0.67807,                 0.6215,                0.57905,                0.91762,             0.00044576,             0.00044576,             0.00044576
                     39,                0.64205,                0.39432,                0.87255,                0.89671,                0.77525,                0.82351,                0.65896,                0.62416,                  0.607,                0.91555,             0.00041275,             0.00041275,             0.00041275
                     40,                0.64367,                0.39394,                0.87551,                0.86532,                0.78038,                0.83425,                0.68363,                0.59755,                0.55234,                 0.9038,             0.00037974,             0.00037974,             0.00037974
                     41,                0.57039,                0.35823,                0.82482,                0.88578,                0.76355,                0.83148,                0.67483,                0.61842,                0.61464,                0.92374,             0.00034674,             0.00034674,             0.00034674
                     42,                0.56081,                0.34168,                0.82695,                0.84636,                0.80243,                0.82731,                0.67034,                0.60449,                0.57901,                0.91463,             0.00031373,             0.00031373,             0.00031373
                     43,                0.53642,                0.32819,                0.81926,                0.86628,                0.79728,                0.83644,                0.68264,                0.59924,                0.56063,                0.90468,             0.00028072,             0.00028072,             0.00028072
                     44,                0.54637,                0.33511,                0.81993,                0.83896,                  0.849,                0.85281,                0.68998,                0.59792,                0.54861,                0.90421,             0.00024772,             0.00024772,             0.00024772
                     45,                0.54214,                0.32449,                0.82286,                0.88781,                   0.82,                0.85195,                0.69702,                0.58181,                0.57064,                0.89971,             0.00021471,             0.00021471,             0.00021471
                     46,                0.52458,                0.31948,                0.81418,                  0.876,                0.81008,                0.85365,                0.69716,                0.59275,                0.57496,                0.90203,              0.0001817,              0.0001817,              0.0001817
                     47,                0.51606,                0.31423,                0.81926,                0.86833,                 0.8369,                0.85503,                0.70286,                0.57787,                0.56734,                0.89318,              0.0001487,              0.0001487,              0.0001487
                     48,                0.51238,                 0.3056,                0.81234,                0.86568,                0.82646,                0.84915,                 0.6892,                0.58147,                0.57897,                0.89776,             0.00011569,             0.00011569,             0.00011569
                     49,                0.50559,                0.30907,                0.81522,                0.84963,                0.79725,                0.84668,                0.68897,                 0.5778,                0.59365,                0.89566,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                 0.4973,                0.30135,                0.80797,                0.85472,                0.84208,                0.85336,                0.69192,                0.57444,                0.56241,                0.89422,             4.9677e-05,             4.9677e-05,             4.9677e-05
