                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 1.8125,                 1.9224,                  1.167,                0.48018,                0.41126,                0.30236,                0.13536,                  1.863,                 1.9647,                 1.1611,             0.00027244,             0.00027244,             0.00027244
                     40,                 1.7963,                 1.9644,                 1.0854,                0.48018,                0.41126,                0.30236,                0.13536,                  1.863,                 1.9647,                 1.1611,             0.00025717,             0.00025717,             0.00025717
                     41,                 1.7972,                 1.9648,                 1.1208,                0.48748,                0.41126,                0.30918,                0.14454,                 1.8417,                 1.9379,                 1.1565,             0.00024076,             0.00024076,             0.00024076
                     42,                 1.8246,                 1.9458,                 1.1922,                0.48643,                0.41126,                0.31198,                0.14679,                 1.8188,                 1.9216,                  1.153,             0.00022322,             0.00022322,             0.00022322
                     43,                  1.752,                 1.9111,                 1.0692,                0.48643,                0.41126,                0.31198,                0.14679,                 1.8188,                 1.9216,                  1.153,             0.00020455,             0.00020455,             0.00020455
                     44,                 1.7844,                 1.9086,                 1.1221,                0.49278,                 0.4247,                0.32232,                0.15064,                 1.8162,                 1.9029,                 1.1522,             0.00018474,             0.00018474,             0.00018474
                     45,                 1.6797,                  1.938,                 1.1022,                0.49278,                 0.4247,                0.32232,                0.15064,                 1.8162,                 1.9029,                 1.1522,             0.00016381,             0.00016381,             0.00016381
                     46,                 1.7239,                 1.8158,                 1.0934,                0.53433,                0.38419,                0.33598,                0.15406,                 1.8222,                  1.888,                 1.1526,             0.00014174,             0.00014174,             0.00014174
                     47,                 1.7561,                  1.892,                 1.0751,                0.53433,                0.38419,                0.33598,                0.15406,                 1.8222,                  1.888,                 1.1526,             0.00011854,             0.00011854,             0.00011854
                     48,                 1.6883,                 1.9059,                 1.0756,                 0.5404,                0.37973,                0.35455,                0.15949,                 1.8288,                 1.8728,                 1.1534,             9.4214e-05,             9.4214e-05,             9.4214e-05
                     49,                 1.7162,                 1.8739,                  1.094,                 0.5404,                0.37973,                0.35455,                0.15949,                 1.8288,                 1.8728,                 1.1534,             6.8752e-05,             6.8752e-05,             6.8752e-05
                     50,                 1.6798,                 1.8404,                 1.1539,                0.54329,                0.38602,                0.35255,                0.15481,                 1.8321,                 1.8642,                  1.154,             4.2158e-05,             4.2158e-05,             4.2158e-05
